Priced In,USD,USD,USD,USD,USD,USD
Price Type,Bid,Ask,Bid,Ask,Bid,Ask
Summary,High,High,Low,Low,Average,Average
30/05/11,"1,532","1,544.5","1,530.74","1,543.16",,
31/05/11,"1,536.01","1,548.31","1,531","1,543.33",,
1/06/11,"1,530.89","1,543.3","1,526.21","1,538.48",,
2/06/11,"1,538.6","1,551.1","1,534.84","1,547.13",,
3/06/11,"1,530.51","1,542.78","1,526.55","1,538.85",,
4/06/11,,,,,,
5/06/11,,,,,,
6/06/11,,,,,,
7/06/11,"1,543.4","1,555.7","1,538.86","1,551.13",,
8/06/11,"1,540.76","1,553.03","1,532.3","1,544.55",,
9/06/11,"1,534.09","1,546.6","1,529.79","1,542.1",,
10/06/11,"1,540.39","1,552.7","1,536.71","1,548.98",,
11/06/11,,,,,,
12/06/11,,,,,,
13/06/11,"1,527.95","1,540.3","1,524.26","1,536.53",,
14/06/11,"1,518.69","1,531","1,512.29","1,524.8",,
15/06/11,"1,522.3","1,534.6","1,516.9","1,529.15",,
16/06/11,"1,524.95","1,537.45","1,520.79","1,533.1",,
17/06/11,"1,524.39","1,536.7","1,519.19","1,531.5",,
18/06/11,,,,,,
19/06/11,,,,,,
20/06/11,"1,535.81","1,548.08","1,531.15","1,543.45",,
21/06/11,"1,538.6","1,551.1","1,535.1","1,547.6",,
22/06/11,"1,542.79","1,555.1","1,541.09","1,553.4",,
23/06/11,"1,549.4","1,561.9","1,539.1","1,551.35",,
24/06/11,"1,520.3","1,532.6","1,513.01","1,525.28",,
25/06/11,,,,,,
26/06/11,,,,,,
27/06/11,"1,501.06","1,513.33","1,488","1,500.2",,
28/06/11,"1,497.39","1,509.7","1,493.16","1,505.43",,
29/06/11,"1,503.99","1,516.3","1,495.82","1,508.26",,
30/06/11,"1,509.41","1,521.71","1,503.6","1,515.85",,
1/07/11,"1,496.51","1,508.81","1,487.4","1,499.65",,
2/07/11,,,,,,
3/07/11,,,,,,
4/07/11,"1,491.16","1,503.43","1,484.96","1,497.23",,
5/07/11,"1,493.66","1,505.93","1,489.49","1,501.81",,
6/07/11,"1,513.4","1,525.65","1,508.32","1,520.61",,
7/07/11,"1,529.25","1,541.75","1,521.7","1,534",,
8/07/11,"1,528.26","1,540.53","1,522.5","1,534.75",,
9/07/11,,,,,,
10/07/11,,,,,,
11/07/11,"1,542.51","1,554.78","1,538.03","1,550.33",,
12/07/11,"1,548.96","1,561.23","1,540.21","1,552.48",,
13/07/11,"1,567.6","1,580.1","1,560.45","1,572.95",,
14/07/11,"1,583.91","1,596.18","1,577.24","1,589.56",,
15/07/11,"1,582.3","1,594.6","1,573.8","1,586.05",,
16/07/11,,,,,,
17/07/11,,,,,,
18/07/11,"1,594.76","1,607.04","1,587.76","1,600.03",,
19/07/11,"1,604.6","1,616.9","1,596.9","1,609.2",,
20/07/11,"1,587.39","1,599.66","1,583.06","1,595.33",,
21/07/11,"1,599.16","1,611.43","1,593.6","1,605.85",,
22/07/11,"1,586.89","1,599.21","1,580.99","1,593.31",,
23/07/11,,,,,,
24/07/11,,,,,,
25/07/11,"1,614.8","1,627.05","1,607.8","1,620.3",,
26/07/11,"1,611.61","1,623.88","1,605.5","1,617.8",,
27/07/11,"1,620.11","1,632.41","1,615.15","1,627.65",,
28/07/11,"1,613.4","1,625.7","1,608.71","1,620.98",,
29/07/11,"1,613.79","1,627.5","1,607.09","1,619.5",,
30/07/11,,,,,,
31/07/11,,,,,,
1/08/11,"1,612.59","1,625","1,605.79","1,618.3",,
2/08/11,"1,622.3","1,634.6","1,614.19","1,626.51",,
3/08/11,"1,666.59","1,679","1,648.7","1,661.2",,
4/08/11,"1,664.65","1,676.95","1,654.99","1,667.8",,
5/08/11,"1,665.19","1,677.51","1,638.69","1,651.1",,
6/08/11,,,,,,
7/08/11,,,,,,
8/08/11,"1,710.39","1,722.96","1,678.9","1,692.4",,
9/08/11,"1,765.05","1,777.55","1,715.99","1,730.4",,
10/08/11,"1,761.09","1,774","1,739.59","1,752",,
11/08/11,"1,803.85","1,818.35","1,772.7","1,784.95",,
12/08/11,"1,762.71","1,775.11","1,745.09","1,757.6",,
13/08/11,,,,,,
14/08/11,,,,,,
15/08/11,"1,741.79","1,754.1","1,727.59","1,740.81",,
16/08/11,"1,773.59","1,786.2","1,757.65","1,770.15",,
17/08/11,"1,788.79","1,801.2","1,778.75","1,791.45",,
18/08/11,"1,791.59","1,804.31","1,781.59","1,793.9",,
19/08/11,"1,860.21","1,872.71","1,780.36","1,792.63",,
20/08/11,,,,,,
21/08/11,,,,,,
22/08/11,"1,888.29","1,902.01","1,855.99","1,869",,
23/08/11,"1,905.09","1,917.8","1,865.99","1,878.4",,
24/08/11,"1,846.99","1,859.51","1,831.15","1,844.05",,
25/08/11,"1,756.39","1,769.91","1,710.59","1,723.8",,
26/08/11,"1,782.86","1,795.13","1,755.89","1,768.6",,
27/08/11,,,,,,
28/08/11,,,,,,
29/08/11,"1,822.78","1,836.28","1,712.49","1,816",,
30/08/11,"1,794.8","1,807.7","1,779.49","1,791.9",,
31/08/11,"1,831.14","1,844.36","1,822.5","1,836",,
1/09/11,"1,824.09","1,837.31","1,811.09","1,823.6",,
2/09/11,"1,851.3","1,863.55","1,820.79","1,833.63",,
3/09/11,,,,,,
4/09/11,,,,,,
5/09/11,"1,889.9","1,902.15","1,870.99","1,883.4",,
6/09/11,"1,915.55","1,928.25","1,868.38","1,881.08",,
7/09/11,"1,874.99","1,887.6","1,825.56","1,838.45",,
8/09/11,"1,840.29","1,852.6","1,809.54","1,823.76",,
9/09/11,"1,879.19","1,892.1","1,851.94","1,865.66",,
10/09/11,,,,,,
11/09/11,,,,,,
12/09/11,"1,853.39","1,867.11","1,826.08","1,839.1",,
13/09/11,"1,830.24","1,843.96","1,805.24","1,818.7",,
14/09/11,"1,839.69","1,852.2","1,815.89","1,829.1",,
15/09/11,"1,821.69","1,834.2","1,801.25","1,813.95",,
16/09/11,"1,783.69","1,796","1,761.49","1,774.2",,
17/09/11,,,,,,
18/09/11,,,,,,
19/09/11,"1,821.3","1,834.06","1,811.69","1,824.6",,
20/09/11,"1,790.3","1,802.55","1,766.8","1,779.3",,
21/09/11,"1,810.59","1,823.8","1,794.24","1,807.46",,
22/09/11,"1,779.9","1,793","1,762.7","1,775.2",,
23/09/11,"1,747.49","1,760.2","1,716.94","1,730.16",,
24/09/11,,,,,,
25/09/11,,,,,,
26/09/11,"1,654.59","1,667.1","1,543.19","1,554.45",,
27/09/11,"1,652.44","1,666.16","1,613.85","1,627.35",,
28/09/11,"1,655.49","1,668.71","1,629.59","1,642.3",,
29/09/11,"1,627.29","1,640.8","1,581.29","1,594.4",,
30/09/11,"1,635.35","1,648.45","1,616.38","1,629.48",,
1/10/11,,,,,,
2/10/11,,,,,,
3/10/11,"1,652.09","1,665.31","1,622.15","1,634.65",,
4/10/11,"1,669.3","1,681.55","1,653.09","1,665.9",,
5/10/11,"1,627.99","1,641.21","1,605.89","1,618.9",,
6/10/11,"1,648.84","1,662.06","1,631.99","1,644.8",,
7/10/11,"1,659.54","1,672.76","1,643.89","1,657.11",,
8/10/11,,,,,,
9/10/11,,,,,,
10/10/11,"1,657.1","1,670.06","1,638.7","1,651.72",,
11/10/11,"1,676.84","1,690.06","1,656.19","1,669.41",,
12/10/11,"1,674.89","1,687.4","1,657.79","1,670.9",,
13/10/11,"1,679.59","1,692.3","1,666.66","1,678.93",,
14/10/11,"1,671.99","1,684.5","1,657.7","1,670.5",,
15/10/11,,,,,,
16/10/11,,,,,,
17/10/11,"1,688.6","1,701.71","1,673.44","1,686.66",,
18/10/11,"1,671.99","1,684.6","1,655.19","1,667.8",,
19/10/11,"1,659.79","1,672.1","1,640.94","1,654.16",,
20/10/11,"1,639.79","1,652.1","1,607.4","1,620.1",,
21/10/11,"1,625.29","1,637.6","1,608.89","1,621.4",,
22/10/11,,,,,,
23/10/11,,,,,,
24/10/11,"1,652.36","1,664.63","1,632.49","1,645",,
25/10/11,"1,657.9","1,670.15","1,640.09","1,652.7",,
26/10/11,"1,714","1,727.06","1,692.51","1,705.34",,
27/10/11,"1,723.55","1,736.66","1,708.39","1,721.3",,
28/10/11,,,,,,
29/10/11,,,,,,
30/10/11,,,,,,
31/10/11,"1,740.19","1,752.7","1,703.35","1,716.05",,
1/11/11,"1,718.19","1,731.1","1,706.59","1,719.75",,
2/11/11,"1,731.29","1,744.2","1,710.99","1,723.7",,
3/11/11,"1,730.79","1,743.5","1,719.86","1,732.13",,
4/11/11,"1,757.29","1,769.6","1,753.09","1,765.4",,
5/11/11,,,,,,
6/11/11,,,,,,
7/11/11,"1,767.36","1,779.63","1,754.19","1,766.9",,
8/11/11,"1,788.39","1,800.9","1,784","1,796.25",,
9/11/11,"1,789.11","1,801.38","1,781.4","1,793.65",,
10/11/11,"1,768.69","1,781.3","1,753.9","1,766.2",,
11/11/11,"1,762.69","1,775.66","1,747.45","1,759.95",,
12/11/11,,,,,,
13/11/11,,,,,,
14/11/11,"1,790.77","1,803.57","1,780.1","1,792.35",,
15/11/11,"1,777.79","1,790.1","1,759","1,771.25",,
16/11/11,"1,773.59","1,786.3","1,760.35","1,772.85",,
17/11/11,"1,761.09","1,774.11","1,755.29","1,768.2",,
18/11/11,"1,723.39","1,736.2","1,712.09","1,724.8",,
19/11/11,,,,,,
20/11/11,,,,,,
21/11/11,"1,719.86","1,732.76","1,708.59","1,721.4",,
22/11/11,"1,719.86","1,732.13","1,668.09","1,681.31",,
23/11/11,"1,704.04","1,717.26","1,691.71","1,703.98",,
24/11/11,"1,691.59","1,704.81","1,683.79","1,697.01",,
25/11/11,"1,690.89","1,704.9","1,668.5","1,680.75",,
26/11/11,,,,,,
27/11/11,,,,,,
28/11/11,"1,714.48","1,727.7","1,687.19","1,700.41",,
29/11/11,"1,709.19","1,722.41","1,700.69","1,713.3",,
30/11/11,"1,721.59","1,734.2","1,700.29","1,712.8",,
1/12/11,"1,744.64","1,757.86","1,736.84","1,750.06",,
2/12/11,"1,742.09","1,754.9","1,733.79","1,746.4",,
3/12/11,,,,,,
4/12/11,,,,,,
5/12/11,"1,749.34","1,762.56","1,739.89","1,752.4",,
6/12/11,"1,719.69","1,732.3","1,706.39","1,718.9",,
7/12/11,"1,725.99","1,738.4","1,722.54","1,735.76",,
8/12/11,"1,737.64","1,750.86","1,731.5","1,744",,
9/12/11,"1,710.75","1,723.25","1,700.54","1,713.76",,
10/12/11,,,,,,
11/12/11,,,,,,
12/12/11,"1,709.75","1,722.56","1,683.3","1,695.55",,
13/12/11,"1,663.3","1,676.4","1,647.59","1,660.2",,
14/12/11,"1,637.09","1,649.5","1,620.19","1,633.3",,
15/12/11,"1,579.99","1,592.6","1,560.5","1,572.75",,
16/12/11,"1,587.69","1,600.76","1,566.9","1,580",,
17/12/11,,,,,,
18/12/11,,,,,,
19/12/11,"1,600","1,612.9","1,582.59","1,595.81",,
20/12/11,"1,599.82","1,612.44","1,587.8","1,600.7",,
21/12/11,"1,628.44","1,641.66","1,612.44","1,625.66",,
22/12/11,"1,610.69","1,623.3","1,600.64","1,613.86",,
23/12/11,"1,607.99","1,620.96","1,602.89","1,615.7",,
24/12/11,,,,,,
25/12/11,,,,,,
26/12/11,,,,,,
27/12/11,,,,,,
28/12/11,"1,587.51","1,600.8","1,580.69","1,588.05",,
29/12/11,"1,553.19","1,565.8","1,546.79","1,559.6",,
30/12/11,"1,557.3","1,569.9","1,542.59","1,555.81",,
31/12/11,,,,,,
1/01/12,,,,,,
2/01/12,,,,,,
3/01/12,"1,586.39","1,600.2","1,562.99","1,576",,
4/01/12,"1,601.74","1,614.78","1,591.15","1,603.65",,
5/01/12,"1,618.7","1,632","1,606.5","1,618.9",,
6/01/12,"1,623.09","1,635.51","1,613.69","1,626.2",,
7/01/12,,,,,,
8/01/12,,,,,,
9/01/12,"1,618.11","1,630.38","1,603.14","1,616.2",,
10/01/12,"1,617.94","1,631.56","1,605.55","1,618.45",,
11/01/12,"1,641.79","1,655.01","1,626.89","1,639.5",,
12/01/12,"1,642.8","1,655.3","1,637.64","1,650.86",,
13/01/12,"1,644.69","1,657.4","1,631.69","1,644.1",,
14/01/12,,,,,,
15/01/12,,,,,,
16/01/12,"1,638.6","1,650.85","1,627.49","1,640.1",,
17/01/12,"1,661.8","1,674.05","1,637.54","1,650.76",,
18/01/12,"1,654.59","1,667.3","1,641.49","1,653.9",,
19/01/12,"1,661.39","1,673.7","1,652.69","1,665.2",,
20/01/12,"1,654.39","1,667","1,648.69","1,661.2",,
21/01/12,,,,,,
22/01/12,,,,,,
23/01/12,"1,668.39","1,680.9","1,658.54","1,671.76",,
24/01/12,"1,674.89","1,687.7","1,667.89","1,680.4",,
25/01/12,"1,664.49","1,677","1,659.84","1,673.03",,
26/01/12,,,,,,
27/01/12,"1,718.54","1,731.76","1,712.29","1,725.6",,
28/01/12,,,,,,
29/01/12,,,,,,
30/01/12,"1,734.4","1,747.3","1,724.39","1,737.61",,
31/01/12,"1,735.49","1,748.71","1,724.59","1,737.3",,
1/02/12,"1,738.8","1,751.05","1,728.69","1,741.1",,
2/02/12,"1,747.9","1,760.15","1,738.7","1,751.2",,
3/02/12,"1,755.2","1,767.7","1,751.39","1,764.1",,
4/02/12,,,,,,
5/02/12,,,,,,
6/02/12,"1,732.09","1,744.4","1,717.6","1,729.85",,
7/02/12,"1,724.89","1,738.11","1,715.09","1,727.8",,
8/02/12,"1,745.49","1,758","1,739.5","1,752.2",,
9/02/12,"1,733.99","1,747.21","1,724.56","1,736.83",,
10/02/12,"1,729.19","1,741.56","1,715.2","1,727.45",,
11/02/12,,,,,,
12/02/12,,,,,,
13/02/12,"1,728.46","1,740.73","1,715.39","1,728.61",,
14/02/12,"1,718.2","1,730.7","1,711.16","1,723.43",,
15/02/12,"1,724","1,736.5","1,714.71","1,726.98",,
16/02/12,"1,724.39","1,737.11","1,713.91","1,726.18",,
17/02/12,"1,729.61","1,741.88","1,722.55","1,735.05",,
18/02/12,,,,,,
19/02/12,,,,,,
20/02/12,"1,732.09","1,744.81","1,721.4","1,734.09",,
21/02/12,"1,738.36","1,750.63","1,727.1","1,739.4",,
22/02/12,"1,755.15","1,767.65","1,749.94","1,762.66",,
23/02/12,"1,774.26","1,786.53","1,768.96","1,781.23",,
24/02/12,"1,777.04","1,789.76","1,771.14","1,783.41",,
25/02/12,,,,,,
26/02/12,,,,,,
27/02/12,"1,773.29","1,786.2","1,765.89","1,778.3",,
28/02/12,"1,772.2","1,784.45","1,762.59","1,774.9",,
29/02/12,"1,785.14","1,797.86","1,777.88","1,792.93",,
1/03/12,"1,720.21","1,732.48","1,692.35","1,705.25",,
2/03/12,"1,719.39","1,732.11","1,709.04","1,721.76",,
3/03/12,,,,,,
4/03/12,,,,,,
5/03/12,,,,,,
6/03/12,"1,703.39","1,716.11","1,694.74","1,707.46",,
7/03/12,"1,673.84","1,686.16","1,667.74","1,680.46",,
8/03/12,"1,684.55","1,700.85","1,588.55","1,692.36",,
9/03/12,"1,701.76","1,714.03","1,694.16","1,706.43",,
10/03/12,,,,,,
11/03/12,,,,,,
12/03/12,"1,709.64","1,722.36","1,699.89","1,712.3",,
13/03/12,"1,701.01","1,713.28","1,694.59","1,707.6",,
14/03/12,"1,677.66","1,689.93","1,660.1","1,672.35",,
15/03/12,"1,643.6","1,655.85","1,635.19","1,648.1",,
16/03/12,"1,659.9","1,672.15","1,649.49","1,661.8",,
17/03/12,,,,,,
18/03/12,,,,,,
19/03/12,"1,659.16","1,671.71","1,650.56","1,662.83",,
20/03/12,"1,660.04","1,672.76","1,645.11","1,657.38",,
21/03/12,"1,651.66","1,663.93","1,644.66","1,656.93",,
22/03/12,"1,651.49","1,663.8","1,644.46","1,656.73",,
23/03/12,"1,647.49","1,659.8","1,638.34","1,651.06",,
24/03/12,,,,,,
25/03/12,,,,,,
26/03/12,"1,663.6","1,676.3","1,658.4","1,670.68",,
27/03/12,"1,685.95","1,698.9","1,682.64","1,695.2",,
28/03/12,"1,678.4","1,690.65","1,670.3","1,682.55",,
29/03/12,"1,660.59","1,672.9","1,652.64","1,665.36",,
30/03/12,"1,660.29","1,673.01","1,655.35","1,668.66",,
31/03/12,"1,663.9","1,676.4","1,663.9","1,676.4",,
1/04/12,,,,,,
2/04/12,"1,669.81","1,682.08","1,659.44","1,672.16",,
3/04/12,"1,676.09","1,688.4","1,672.5","1,685.71",,
4/04/12,"1,643.09","1,655.9","1,625.64","1,638.36",,
5/04/12,"1,624.71","1,636.98","1,616.5","1,628.8",,
6/04/12,,,,,,
7/04/12,,,,,,
8/04/12,,,,,,
9/04/12,,,,,,
10/04/12,"1,649.14","1,661.86","1,637.49","1,650.1",,
11/04/12,"1,655.51","1,667.78","1,649.85","1,662.15",,
12/04/12,"1,655.74","1,668.46","1,652.3","1,664.6",,
13/04/12,"1,672.76","1,685.03","1,666.86","1,679.13",,
14/04/12,,,,,,
15/04/12,,,,,,
16/04/12,"1,649.89","1,662.4","1,638.39","1,650.7",,
17/04/12,"1,647.79","1,660.51","1,642.21","1,654.48",,
18/04/12,"1,649.86","1,662.13","1,642.9","1,655.2",,
19/04/12,"1,639.41","1,652.01","1,633.19","1,645.5",,
20/04/12,"1,641.5","1,653.8","1,636.31","1,648.58",,
21/04/12,,,,,,
22/04/12,,,,,,
23/04/12,"1,638.79","1,651.1","1,629.1","1,641.35",,
24/04/12,"1,633.66","1,646.01","1,630.21","1,642.48",,
25/04/12,,,,,,
26/04/12,"1,647.99","1,660.71","1,638","1,650.73",,
27/04/12,"1,653.69","1,666.5","1,647.23","1,659.53",,
28/04/12,,,,,,
29/04/12,,,,,,
30/04/12,"1,660.9","1,673.15","1,657.61","1,669.88",,
1/05/12,"1,663.01","1,675.28","1,657.89","1,670.3",,
2/05/12,"1,658.09","1,670.55","1,650.29","1,662.6",,
3/05/12,"1,649.1","1,661.6","1,639.1","1,651.35",,
4/05/12,"1,632.69","1,645.1","1,624.31","1,636.58",,
5/05/12,,,,,,
6/05/12,,,,,,
7/05/12,"1,636.81","1,649.08","1,631.76","1,644.03",,
8/05/12,"1,634.36","1,646.7","1,623.46","1,635.73",,
9/05/12,"1,601.55","1,614.05","1,584.96","1,597.23",,
10/05/12,"1,590.76","1,603.03","1,585.06","1,597.33",,
11/05/12,"1,589.95","1,602.45","1,569.69","1,582.41",,
12/05/12,,,,,,
13/05/12,,,,,,
14/05/12,"1,579.49","1,591.8","1,567.1","1,579.4",,
15/05/12,"1,554.95","1,567.25","1,545.41","1,557.68",,
16/05/12,"1,540.56","1,552.83","1,524.34","1,537.06",,
17/05/12,"1,547.81","1,560.16","1,535.39","1,547.8",,
18/05/12,"1,572.36","1,584.63","1,564.01","1,576.28",,
19/05/12,,,,,,
20/05/12,,,,,,
21/05/12,"1,594.71","1,606.98","1,587.61","1,599.88",,
22/05/12,"1,588.79","1,601.1","1,573.7","1,586",,
23/05/12,"1,563.29","1,575.6","1,550.78","1,563.28",,
24/05/12,"1,557.55","1,570.05","1,552.36","1,564.63",,
25/05/12,"1,558.65","1,570.95","1,548.25","1,560.55",,
26/05/12,,,,,,
27/05/12,,,,,,
28/05/12,"1,578.56","1,590.83","1,571.59","1,584",,
29/05/12,"1,573.59","1,586.2","1,568.39","1,580.9",,
30/05/12,"1,549.69","1,562","1,543.49","1,555.83",,
31/05/12,"1,559.51","1,571.78","1,555.71","1,567.98",,
1/06/12,"1,555.89","1,568.4","1,548.09","1,560.81",,
2/06/12,,,,,,
3/06/12,,,,,,
4/06/12,,,,,,
5/06/12,"1,618.89","1,631.2","1,609.5","1,621.75",,
6/06/12,"1,630.96","1,643.23","1,611.36","1,623.63",,
7/06/12,"1,619.71","1,631.98","1,615.29","1,627.68",,
8/06/12,"1,587.79","1,600.1","1,561.29","1,574",,
9/06/12,,,,,,
10/06/12,,,,,,
11/06/12,"1,602.29","1,615.01","1,590.39","1,603.11",,
12/06/12,"1,590.66","1,602.93","1,584.35","1,596.65",,
13/06/12,"1,610.8","1,623.1","1,602.29","1,614.7",,
14/06/12,"1,618.34","1,631.06","1,612.09","1,624.4",,
15/06/12,"1,622.75","1,635.3","1,617.69","1,630.3",,
16/06/12,,,,,,
17/06/12,,,,,,
18/06/12,"1,624.99","1,637.3","1,608.59","1,621.31",,
19/06/12,"1,627.79","1,640.51","1,622.1","1,634.4",,
20/06/12,"1,618.09","1,630.81","1,612.6","1,624.9",,
21/06/12,"1,601.39","1,613.7","1,591.19","1,603.91",,
22/06/12,"1,564.04","1,576.76","1,556.79","1,569.3",,
23/06/12,,,,,,
24/06/12,,,,,,
25/06/12,"1,571.74","1,584.46","1,564.14","1,576.86",,
26/06/12,"1,581.5","1,594.2","1,577.24","1,589.96",,
27/06/12,"1,570.1","1,582.6","1,562.7","1,574.95",,
28/06/12,"1,573.55","1,586.05","1,564.64","1,577.36",,
29/06/12,"1,567.29","1,580.01","1,546.84","1,559.56",,
30/06/12,"1,593.1","1,605.6","1,593.1","1,605.6",,
1/07/12,,,,,,
2/07/12,"1,594.07","1,607.7","1,585.94","1,598.66",,
3/07/12,"1,605.9","1,618.2","1,591.09","1,603.5",,
4/07/12,"1,615.05","1,627.75","1,609.4","1,621.65",,
5/07/12,"1,613.99","1,626.3","1,610.29","1,622.7",,
6/07/12,"1,602.39","1,615.3","1,587.79","1,600.7",,
7/07/12,,,,,,
8/07/12,,,,,,
9/07/12,"1,578.78","1,591.28","1,572.49","1,586.1",,
10/07/12,"1,585.14","1,597.86","1,579.09","1,591.4",,
11/07/12,"1,577.9","1,590.15","1,564.69","1,577.1",,
12/07/12,"1,573.4","1,585.7","1,561.06","1,573.33",,
13/07/12,"1,573","1,585.25","1,562.89","1,575.61",,
14/07/12,,,,,,
15/07/12,,,,,,
16/07/12,"1,587.7","1,600","1,579.9","1,592.2",,
17/07/12,"1,592.8","1,605.05","1,585.5","1,597.8",,
18/07/12,"1,583.04","1,593","1,574.3","1,584.1",,
19/07/12,"1,579.4","1,591.65","1,568.71","1,580.98",,
20/07/12,"1,582","1,594.25","1,576.79","1,589.18",,
21/07/12,,,,,,
22/07/12,,,,,,
23/07/12,"1,578.19","1,590.91","1,567.4","1,579.65",,
24/07/12,"1,573.41","1,586.11","1,570.69","1,583.03",,
25/07/12,"1,583.9","1,596.15","1,575.96","1,588.23",,
26/07/12,"1,602.11","1,614.38","1,597.25","1,609.75",,
27/07/12,"1,615.69","1,628.7","1,609.69","1,622",,
28/07/12,,,,,,
29/07/12,,,,,,
30/07/12,"1,622.04","1,634.76","1,613.26","1,625.53",,
31/07/12,"1,620.76","1,633.03","1,616.59","1,629.25",,
1/08/12,"1,613.29","1,626.3","1,607.91","1,620.18",,
2/08/12,"1,599.2","1,611.5","1,595.99","1,608.4",,
3/08/12,"1,588.41","1,600.68","1,584","1,597.08",,
4/08/12,,,,,,
5/08/12,,,,,,
6/08/12,"1,604.36","1,616.63","1,599.99","1,612.3",,
7/08/12,"1,610.51","1,623.11","1,605.44","1,617.88",,
8/08/12,"1,607.85","1,620.75","1,602.74","1,615.33",,
9/08/12,"1,613.1","1,625.36","1,607.2","1,620.64",,
10/08/12,"1,612.29","1,625.5","1,601.67","1,614.39",,
11/08/12,,,,,,
12/08/12,,,,,,
13/08/12,"1,620.56","1,632.83","1,615.41","1,627.68",,
14/08/12,"1,611.5","1,624","1,605.49","1,618.21",,
15/08/12,"1,598.56","1,610.89","1,592.75","1,605.05",,
16/08/12,"1,601.91","1,614.18","1,597.71","1,609.98",,
17/08/12,"1,613.55","1,625.9","1,610.39","1,622.9",,
18/08/12,,,,,,
19/08/12,,,,,,
20/08/12,"1,615.51","1,627.86","1,612.01","1,624.28",,
21/08/12,"1,620.66","1,632.93","1,614.59","1,627.31",,
22/08/12,"1,640.41","1,652.68","1,632.6","1,644.9",,
23/08/12,"1,661.09","1,673.81","1,648.56","1,660.83",,
24/08/12,"1,665.66","1,677.93","1,659.16","1,671.43",,
27/08/12,"1,672.19","1,684.91","1,668","1,680.25",,
28/08/12,"1,661.96","1,674.23","1,654.34","1,666.95",,
29/08/12,"1,664.61","1,677.26","1,660.7","1,672.95",,
30/08/12,"1,655.5","1,667.75","1,650.81","1,663.08",,
31/08/12,"1,654.94","1,667.66","1,650.41","1,662.68",,
1/09/12,,,,,,
2/09/12,,,,,,
3/09/12,"1,686.61","1,698.88","1,681.69","1,694.41",,
4/09/12,"1,691.21","1,703.86","1,686.6","1,699.3",,
5/09/12,"1,691.12","1,703.41","1,684.66","1,696.93",,
6/09/12,"1,705.24","1,717.96","1,687.53","1,699.99",,
7/09/12,"1,696.39","1,709","1,685.54","1,698.25",,
8/09/12,,,,,,
9/09/12,,,,,,
10/09/12,"1,734.59","1,747.15","1,729.44","1,742.16",,
11/09/12,"1,727.9","1,740.2","1,721.99","1,734.71",,
12/09/12,"1,740.55","1,752.85","1,728.15","1,740.53",,
13/09/12,"1,728.3","1,740.64","1,724.7","1,736.95",,
14/09/12,"1,772.99","1,785.71","1,764.09","1,776.4",,
15/09/12,,,,,,
16/09/12,,,,,,
17/09/12,"1,771.59","1,783.9","1,764.89","1,777.3",,
18/09/12,"1,759.09","1,771.5","1,750.09","1,762.4",,
19/09/12,"1,773.29","1,786.01","1,762.09","1,774.8",,
20/09/12,"1,767.25","1,779.55","1,755.19","1,767.5",,
21/09/12,"1,770.31","1,782.58","1,762.94","1,775.66",,
22/09/12,,,,,,
23/09/12,,,,,,
24/09/12,"1,767.25","1,779.95","1,754.4","1,766.65",,
25/09/12,"1,763.49","1,776.21","1,757.54","1,770.26",,
26/09/12,"1,760.85","1,773.35","1,697.54","1,710.22",,
27/09/12,"1,753.59","1,766.31","1,747.39","1,759.7",,
28/09/12,"1,777.8","1,790.05","1,771.99","1,784.71",,
29/09/12,,,,,,
30/09/12,,,,,,
1/10/12,,,,,,
2/10/12,"1,776.35","1,788.65","1,771.24","1,783.96",,
3/10/12,"1,771.09","1,783.81","1,767.39","1,780.11",,
4/10/12,"1,784.49","1,796.9","1,773.96","1,786.23",,
5/10/12,"1,791.04","1,803.76","1,785.49","1,798.2",,
6/10/12,,,,,,
7/10/12,,,,,,
8/10/12,"1,774.25","1,786.75","1,762.96","1,775.23",,
9/10/12,"1,775.16","1,787.71","1,770.59","1,782.85",,
10/10/12,"1,760.39","1,772.76","1,756.68","1,769.13",,
11/10/12,"1,765.69","1,778.41","1,754.64","1,767.3",,
12/10/12,"1,766.19","1,778.91","1,763.39","1,775.8",,
13/10/12,,,,,,
14/10/12,,,,,,
15/10/12,"1,744.3","1,756.55","1,737.4","1,749.9",,
16/10/12,"1,737.99","1,750.3","1,730.64","1,743.3",,
17/10/12,"1,748.44","1,761.16","1,743.44","1,756.16",,
18/10/12,"1,746.54","1,759.26","1,742.1","1,754.6",,
19/10/12,"1,738.71","1,751.36","1,729.86","1,742.13",,
20/10/12,,,,,,
21/10/12,,,,,,
22/10/12,"1,721.79","1,734.1","1,710.89","1,723.3",,
23/10/12,"1,725.49","1,763.3","1,713.8","1,726.3",,
24/10/12,"1,709.29","1,721.7","1,704.05","1,716.35",,
25/10/12,"1,711.46","1,723.73","1,699.89","1,712.5",,
26/10/12,"1,710.1","1,722.45","1,697.19","1,709.5",,
27/10/12,,,,,,
28/10/12,,,,,,
29/10/12,"1,711.41","1,723.68","1,706.85","1,719.35",,
30/10/12,"1,708.26","1,720.53","1,701.49","1,713.8",,
31/10/12,"1,711.56","1,723.83","1,706.56","1,718.83",,
1/11/12,"1,719","1,731.25","1,714.99","1,727.53",,
2/11/12,"1,712.3","1,724.71","1,703.76","1,716.03",,
3/11/12,,,,,,
4/11/12,,,,,,
5/11/12,"1,677.25","1,689.55","1,674.61","1,686.88",,
6/11/12,"1,682.55","1,694.85","1,680.61","1,692.88",,
