Priced In,USD,USD,USD,USD,USD,USD
Price Type,Bid,Ask,Bid,Ask,Bid,Ask
Summary,High,High,Low,Low,Average,Average
7/11/12,"1,725.1","1,737.4","1,707.11","1,719.38",,
8/11/12,"1,715.7","1,727.95","1,712.14","1,724.86",,
9/11/12,"1,731.64","1,744.36","1,727.5","1,739.75",,
10/11/12,,,,,,
11/11/12,,,,,,
12/11/12,"1,730.94","1,743.66","1,729.25","1,741.55",,
13/11/12,"1,722.15","1,734.65","1,719.16","1,731.43",,
14/11/12,"1,724.7","1,737","1,721.84","1,734.56",,
15/11/12,"1,721.79","1,734.51","1,719.94","1,732.66",,
16/11/12,"1,712","1,724.5","1,708.39","1,721.11",,
17/11/12,,,,,,
18/11/12,,,,,,
19/11/12,"1,720.05","1,732.35","1,713.44","1,726.16",,
20/11/12,"1,729.89","1,742.61","1,726.4","1,738.9",,
21/11/12,"1,723.54","1,736.26","1,717.59","1,730.31",,
22/11/12,"1,727.74","1,740.46","1,725.34","1,737.98",,
23/11/12,"1,728","1,740.25","1,725.35","1,737.65",,
24/11/12,,,,,,
25/11/12,,,,,,
26/11/12,"1,746.16","1,758.54","1,743.94","1,756.65",,
27/11/12,"1,745.81","1,758.2","1,743.7","1,755.95",,
28/11/12,"1,738.1","1,750.4","1,733.9","1,746.15",,
29/11/12,"1,718.4","1,730.9","1,715.65","1,727.95",,
30/11/12,"1,725.75","1,738.25","1,720.79","1,733.48",,
1/12/12,,,,,,
2/12/12,,,,,,
3/12/12,"1,715.31","1,727.58","1,711.96","1,724.23",,
4/12/12,"1,712.61","1,724.88","1,697.54","1,710.26",,
5/12/12,"1,700.76","1,713.03","1,691.19","1,703.91",,
6/12/12,"1,690.46","1,702.76","1,683.5","1,695.75",,
7/12/12,"1,699.41","1,711.68","1,695.85","1,708.35",,
8/12/12,,,,,,
9/12/12,,,,,,
10/12/12,"1,705.99","1,718.71","1,698.84","1,711.56",,
11/12/12,"1,707.45","1,719.75","1,703.56","1,715.83",,
12/12/12,"1,710.5","1,722.75","1,704.95","1,717.25",,
13/12/12,"1,705.96","1,718.23","1,690.9","1,703.2",,
14/12/12,"1,695.26","1,707.53","1,692.06","1,704.33",,
15/12/12,,,,,,
16/12/12,,,,,,
17/12/12,"1,691.2","1,703.5","1,684.7","1,697.2",,
18/12/12,"1,698.46","1,710.73","1,693.24","1,705.7",,
19/12/12,"1,671.4","1,683.65","1,668.16","1,680.43",,
20/12/12,"1,665.7","1,678","1,661.54","1,674.26",,
21/12/12,"1,644.84","1,657.56","1,635.76","1,648.03",,
22/12/12,,,,,,
23/12/12,,,,,,
24/12/12,"1,661.16","1,673.43","1,648.81","1,661.08",,
25/12/12,,,,,,
26/12/12,,,,,,
27/12/12,"1,654.4","1,666.8","1,652.39","1,664.93",,
28/12/12,"1,659.44","1,672.16","1,656.1","1,668.4",,
29/12/12,,,,,,
30/12/12,,,,,,
31/12/12,"1,663.24","1,675.96","1,652.59","1,665.31",,
1/01/13,,,,,,
2/01/13,"1,679.3","1,691.6","1,666.94","1,679.66",,
3/01/13,"1,684.04","1,696.76","1,680.9","1,693.15",,
4/01/13,"1,654.46","1,666.73","1,638.5","1,650.75",,
5/01/13,,,,,,
6/01/13,,,,,,
7/01/13,"1,657.5","1,669.8","1,649.14","1,661.86",,
8/01/13,"1,647.03","1,659.42","1,643.41","1,655.68",,
9/01/13,"1,660.39","1,673.11","1,654.25","1,666.55",,
10/01/13,"1,656.15","1,668.45","1,650.59","1,663.31",,
11/01/13,"1,670.44","1,683.16","1,666.5","1,678.75",,
12/01/13,,,,,,
13/01/13,,,,,,
14/01/13,"1,665.1","1,677.35","1,657.84","1,670.56",,
15/01/13,"1,679.1","1,691.35","1,663.79","1,676.35",,
16/01/13,"1,679.44","1,692.16","1,675.15","1,687.65",,
17/01/13,"1,677.7","1,689.95","1,673.14","1,685.86",,
18/01/13,"1,688.49","1,701.21","1,682.61","1,694.88",,
19/01/13,,,,,,
20/01/13,,,,,,
21/01/13,"1,686.14","1,698.86","1,683.81","1,696.08",,
22/01/13,"1,689.14","1,701.86","1,685.59","1,698.31",,
23/01/13,"1,690.66","1,702.93","1,687.26","1,699.53",,
24/01/13,"1,680.99","1,693.71","1,674.51","1,686.78",,
25/01/13,"1,667.31","1,679.58","1,661.94","1,674.66",,
26/01/13,,,,,,
27/01/13,,,,,,
28/01/13,,,,,,
29/01/13,"1,659.17","1,671.58","1,651.86","1,664.13",,
30/01/13,"1,664.61","1,676.88","1,658.69","1,671.23",,
31/01/13,"1,675.86","1,688.13","1,670.34","1,683.06",,
1/02/13,"1,659.81","1,672.41","1,656.35","1,668.85",,
2/02/13,,,,,,
3/02/13,,,,,,
4/02/13,"1,668.14","1,680.86","1,661.11","1,673.38",,
5/02/13,"1,672.04","1,684.76","1,668.94","1,681.43",,
6/02/13,"1,669.71","1,681.98","1,666.6","1,678.85",,
7/02/13,"1,676.16","1,688.43","1,672.31","1,684.58",,
8/02/13,"1,668.51","1,680.78","1,664.61","1,676.88",,
9/02/13,,,,,,
10/02/13,,,,,,
11/02/13,"1,664.51","1,676.95","1,662.5","1,674.8",,
12/02/13,"1,644.26","1,656.53","1,638.47","1,651.06",,
13/02/13,"1,648.9","1,661.26","1,642.96","1,655.23",,
14/02/13,"1,641.34","1,654.06","1,639.04","1,651.65",,
15/02/13,"1,631.31","1,643.58","1,626.46","1,638.73",,
16/02/13,,,,,,
17/02/13,,,,,,
18/02/13,"1,613.24","1,625.96","1,607.76","1,620.03",,
19/02/13,"1,610.85","1,623.26","1,607.33","1,619.82",,
20/02/13,"1,604.04","1,616.76","1,600.24","1,612.96",,
21/02/13,"1,565.01","1,577.28","1,552.94","1,565.66",,
22/02/13,"1,581.99","1,594.71","1,572.8","1,585.23",,
23/02/13,,,,,,
24/02/13,,,,,,
25/02/13,"1,588.3","1,600.55","1,573.05","1,585.35",,
26/02/13,"1,594.94","1,607.66","1,584.14","1,596.86",,
27/02/13,"1,609.76","1,622.03","1,606.1","1,618.4",,
28/02/13,"1,597.5","1,609.75","1,592.4","1,604.9",,
1/03/13,"1,578.56","1,590.83","1,573.19","1,585.91",,
2/03/13,,,,,,
3/03/13,,,,,,
4/03/13,,,,,,
5/03/13,"1,577.76","1,590.03","1,570.3","1,582.8",,
6/03/13,"1,575.56","1,587.83","1,570.61","1,582.88",,
7/03/13,"1,580.01","1,592.31","1,576.09","1,588.63",,
8/03/13,"1,575.4","1,587.65","1,572.39","1,585.11",,
9/03/13,,,,,,
10/03/13,,,,,,
11/03/13,"1,578.46","1,590.73","1,572.34","1,584.68",,
12/03/13,"1,579.66","1,592.06","1,577.06","1,589.33",,
13/03/13,"1,589.45","1,601.75","1,587.55","1,599.85",,
14/03/13,"1,584.76","1,597.16","1,580.74","1,593.46",,
15/03/13,"1,589.34","1,602.06","1,585.55","1,597.85",,
16/03/13,,,,,,
17/03/13,,,,,,
18/03/13,"1,600.59","1,613.31","1,592.21","1,604.48",,
19/03/13,"1,602.16","1,614.43","1,598.8","1,611.05",,
20/03/13,"1,609.11","1,621.41","1,606.3","1,618.6",,
21/03/13,"1,605.05","1,617.35","1,600.56","1,612.83",,
22/03/13,"1,611.21","1,623.48","1,608.4","1,620.65",,
23/03/13,,,,,,
24/03/13,,,,,,
25/03/13,"1,607.91","1,620.18","1,599.91","1,612.18",,
26/03/13,"1,601.19","1,613.91","1,595.96","1,608.23",,
27/03/13,"1,596.25","1,608.55","1,589.84","1,602.56",,
28/03/13,"1,601.96","1,614.23","1,599.9","1,612.15",,
29/03/13,,,,,,
30/03/13,,,,,,
31/03/13,"1,595.99","1,604.71","1,591.99","1,597.21",,
1/04/13,,,,,,
2/04/13,"1,598.9","1,611.41","1,595.15","1,607.45",,
3/04/13,"1,572.01","1,584.43","1,559.24","1,571.96",,
4/04/13,"1,552.8","1,565.3","1,537.3","1,549.55",,
5/04/13,"1,549.26","1,561.86","1,545.99","1,558.38",,
6/04/13,,,,,,
7/04/13,,,,,,
8/04/13,"1,576.45","1,588.95","1,571.44","1,584.16",,
9/04/13,"1,571.65","1,583.95","1,566.04","1,578.76",,
10/04/13,"1,583.64","1,596.36","1,578.24","1,590.96",,
11/04/13,"1,556.41","1,568.68","1,550.91","1,563.18",,
12/04/13,"1,558.41","1,570.68","1,552.79","1,565.51",,
13/04/13,,,,,,
14/04/13,,,,,,
15/04/13,"1,488.36","1,500.63","1,415.24","1,428.96",,
16/04/13,"1,371.8","1,385.01","1,323.09","1,335.5",,
17/04/13,"1,377.5","1,390.31","1,366.34","1,379.18",,
18/04/13,"1,383.01","1,395.28","1,337.91","1,350.18",,
19/04/13,"1,420.51","1,432.78","1,385.16","1,397.43",,
20/04/13,,,,,,
21/04/13,,,,,,
22/04/13,"1,420.81","1,433.08","1,401.8","1,414.68",,
23/04/13,"1,424.76","1,437.03","1,407.41","1,419.68",,
24/04/13,"1,425.55","1,438.46","1,409.7","1,422.2",,
25/04/13,,,,,,
26/04/13,"1,478.99","1,492.21","1,457","1,469.41",,
27/04/13,,,,,,
28/04/13,,,,,,
29/04/13,"1,469.6","1,481.9","1,458.71","1,470.98",,
30/04/13,"1,469.31","1,481.91","1,458.75","1,471.17",,
1/05/13,"1,473.18","1,485.81","1,465.64","1,478.86",,
2/05/13,"1,455.11","1,467.38","1,446.11","1,458.38",,
3/05/13,"1,474.56","1,486.83","1,462.55","1,475.45",,
4/05/13,,,,,,
5/05/13,,,,,,
6/05/13,"1,473.96","1,486.23","1,466.01","1,478.28",,
7/05/13,"1,465.31","1,477.58","1,455.2","1,467.7",,
8/05/13,"1,452.41","1,464.68","1,444.14","1,456.86",,
9/05/13,"1,470.54","1,483.26","1,465.4","1,477.9",,
10/05/13,"1,456.71","1,468.98","1,443.8","1,456.3",,
11/05/13,,,,,,
12/05/13,,,,,,
13/05/13,"1,435.75","1,448.45","1,424.14","1,436.86",,
14/05/13,"1,438.41","1,450.68","1,428.29","1,441.01",,
15/05/13,"1,424.59","1,437.31","1,406.85","1,419.15",,
16/05/13,"1,392.31","1,404.66","1,368.01","1,380.28",,
17/05/13,"1,387.94","1,400.66","1,370","1,382.5",,
18/05/13,,,,,,
19/05/13,,,,,,
20/05/13,"1,345.64","1,358.86","1,339.86","1,352.13",,
21/05/13,"1,395.15","1,407.45","1,382.01","1,394.28",,
22/05/13,"1,384.46","1,396.73","1,369.99","1,383.21",,
23/05/13,"1,384.36","1,396.63","1,356.41","1,368.68",,
24/05/13,"1,391.91","1,404.76","1,384.2","1,396.63",,
25/05/13,,,,,,
26/05/13,,,,,,
27/05/13,"1,390.11","1,402.38","1,380.94","1,394.16",,
28/05/13,"1,391.24","1,404.46","1,376.7","1,388.95",,
29/05/13,"1,385.1","1,397.4","1,375.79","1,389",,
30/05/13,"1,405.71","1,417.98","1,387.09","1,400.31",,
31/05/13,"1,416.21","1,429.31","1,406.05","1,418.35",,
1/06/13,,,,,,
2/06/13,,,,,,
3/06/13,,,,,,
4/06/13,"1,408.75","1,421.56","1,400.99","1,413.65",,
5/06/13,"1,402.61","1,414.88","1,393.66","1,405.93",,
6/06/13,"1,398.91","1,411.18","1,389.01","1,401.28",,
7/06/13,"1,412.69","1,425.41","1,405.9","1,418.2",,
8/06/13,,,,,,
9/06/13,,,,,,
10/06/13,"1,382.91","1,395.18","1,373.06","1,385.33",,
11/06/13,"1,381.36","1,393.63","1,367.16","1,379.43",,
12/06/13,"1,374.59","1,387.31","1,370.76","1,383.03",,
13/06/13,"1,389.16","1,401.43","1,382.61","1,394.88",,
14/06/13,"1,381.44","1,394.16","1,376.26","1,388.53",,
15/06/13,,,,,,
16/06/13,,,,,,
17/06/13,"1,386.8","1,399.1","1,382.79","1,395.29",,
18/06/13,"1,381.46","1,393.73","1,373.34","1,386.06",,
19/06/13,"1,364.51","1,377.61","1,362.09","1,373.48",,
20/06/13,"1,342.91","1,355.88","1,310.89","1,323.61",,
21/06/13,"1,290.21","1,308.75","1,269.01","1,278.56",,
22/06/13,,,,,,
23/06/13,,,,,,
24/06/13,"1,296.86","1,309.13","1,278.11","1,287.23",,
25/06/13,"1,281.99","1,295.01","1,271.5","1,285.93",,
26/06/13,"1,270.59","1,283.31","1,229.1","1,241.35",,
27/06/13,"1,236.9","1,250.56","1,225.01","1,236.43",,
28/06/13,"1,206.66","1,218.93","1,185.21","1,197.48",,
29/06/13,,,,,,
30/06/13,"1,230.16","1,243.64","1,230.16","1,243.64",,
1/07/13,"1,241.91","1,254.38","1,228.76","1,241.03",,
2/07/13,"1,260.5","1,272.93","1,246.71","1,259.23",,
3/07/13,"1,243.86","1,256.13","1,232.49","1,246.21",,
4/07/13,"1,251.26","1,264.01","1,245.86","1,258.13",,
5/07/13,"1,245.46","1,257.73","1,232.26","1,244.53",,
6/07/13,,,,,,
7/07/13,,,,,,
8/07/13,"1,221.84","1,235.56","1,213.04","1,226.76",,
9/07/13,"1,255.31","1,267.58","1,229.69","1,242.18",,
10/07/13,"1,252.1","1,264.35","1,239.84","1,252.56",,
11/07/13,"1,285.81","1,298.08","1,278.06","1,290.33",,
12/07/13,"1,282.66","1,294.93","1,271.36","1,283.63",,
13/07/13,,,,,,
14/07/13,,,,,,
15/07/13,"1,288.54","1,301.26","1,277.49","1,290.21",,
16/07/13,"1,283.31","1,295.58","1,274.84","1,287.56",,
17/07/13,"1,287.81","1,300.08","1,281.46","1,293.73",,
18/07/13,"1,275.4","1,287.65","1,270.69","1,283.41",,
19/07/13,"1,288.21","1,300.56","1,279.34","1,292.06",,
20/07/13,,,,,,
21/07/13,,,,,,
22/07/13,"1,317.94","1,331.16","1,307.04","1,320.26",,
23/07/13,"1,332.25","1,344.76","1,324.26","1,336.53",,
24/07/13,"1,340.81","1,353.11","1,336.16","1,348.43",,
25/07/13,"1,318.61","1,330.88","1,314.29","1,326.58",,
26/07/13,"1,335.94","1,348.66","1,325.2","1,337.7",,
27/07/13,,,,,,
28/07/13,,,,,,
29/07/13,"1,326.41","1,338.68","1,318.74","1,331.46",,
30/07/13,"1,324.96","1,337.23","1,316.59","1,329.31",,
31/07/13,"1,330.41","1,342.68","1,320.74","1,333.46",,
1/08/13,"1,324.27","1,336.74","1,313.31","1,325.58",,
2/08/13,"1,303.66","1,316.01","1,282.04","1,294.76",,
3/08/13,,,,,,
4/08/13,,,,,,
5/08/13,"1,313.3","1,325.86","1,307.04","1,319.33",,
6/08/13,"1,301.29","1,314.01","1,284.61","1,296.88",,
7/08/13,"1,278.4","1,290.65","1,269.04","1,281.76",,
8/08/13,"1,292.55","1,304.97","1,279.39","1,292.11",,
9/08/13,"1,310.64","1,323.36","1,303.59","1,316.31",,
10/08/13,,,,,,
11/08/13,,,,,,
12/08/13,"1,328.56","1,340.83","1,323.66","1,335.93",,
13/08/13,"1,332.4","1,344.86","1,328.06","1,340.33",,
14/08/13,"1,321.31","1,333.58","1,315.14","1,327.85",,
15/08/13,"1,340.06","1,352.41","1,333.86","1,346.13",,
16/08/13,"1,364.26","1,376.53","1,357.25","1,369.55",,
17/08/13,,,,,,
18/08/13,,,,,,
19/08/13,"1,377.26","1,389.83","1,368.49","1,381.51",,
20/08/13,"1,364.21","1,376.78","1,353.44","1,366.16",,
21/08/13,"1,368.87","1,381.26","1,357.64","1,370.45",,
22/08/13,"1,366.66","1,379.23","1,352.91","1,365.18",,
23/08/13,"1,373.51","1,385.78","1,369.26","1,381.53",,
24/08/13,,,,,,
25/08/13,,,,,,
26/08/13,"1,398.66","1,410.93","1,388.51","1,401.08",,
27/08/13,"1,407.09","1,420.11","1,392.69","1,405.38",,
28/08/13,"1,423.5","1,435.91","1,410.96","1,423.53",,
29/08/13,"1,412.74","1,425.96","1,403.16","1,415.25",,
30/08/13,"1,406","1,419.15","1,390.19","1,403.41",,
31/08/13,"1,391.69","1,404.91","1,391.69","1,404.91",,
1/09/13,,,,,,
2/09/13,"1,393.2","1,405.45","1,377.54","1,390.59",,
3/09/13,"1,390.5","1,403.05","1,384.79","1,397.81",,
4/09/13,"1,408.95","1,421.66","1,399.01","1,411.58",,
5/09/13,"1,390.51","1,403.08","1,380.31","1,393.44",,
6/09/13,"1,369.06","1,381.63","1,363.51","1,376.08",,
7/09/13,,,,,,
8/09/13,,,,,,
9/09/13,"1,385.51","1,398.16","1,381.94","1,395.13",,
10/09/13,"1,382.76","1,395.03","1,369.8","1,382.35",,
11/09/13,"1,363.36","1,375.63","1,353.75","1,361.15",,
12/09/13,"1,360.7","1,373.3","1,338.4","1,350.95",,
13/09/13,"1,324.71","1,337.28","1,305.39","1,318.41",,
14/09/13,,,,,,
15/09/13,,,,,,
16/09/13,"1,327.26","1,339.83","1,311.45","1,324.05",,
17/09/13,"1,315.54","1,328.56","1,305.14","1,318.16",,
18/09/13,"1,302.96","1,315.53","1,289.66","1,302.23",,
19/09/13,"1,368","1,380.55","1,356.1","1,368.88",,
20/09/13,"1,363.17","1,375.97","1,353.2","1,365.75",,
21/09/13,,,,,,
22/09/13,,,,,,
23/09/13,"1,325.91","1,338.48","1,314.76","1,327.33",,
24/09/13,"1,324.16","1,336.43","1,310.9","1,323.45",,
25/09/13,"1,323.56","1,335.83","1,318.54","1,331.26",,
26/09/13,"1,334.51","1,346.78","1,325.26","1,337.53",,
27/09/13,"1,322.14","1,334.86","1,317.6","1,330.05",,
28/09/13,,,,,,
29/09/13,,,,,,
30/09/13,"1,336.61","1,348.94","1,336.61","1,348.94",,
1/10/13,"1,331.96","1,344.23","1,321.91","1,334.18",,
2/10/13,"1,290.56","1,302.83","1,277.94","1,290.66",,
3/10/13,"1,311.76","1,324.03","1,306.04","1,318.76",,
4/10/13,"1,315.51","1,327.78","1,310.49","1,323.21",,
5/10/13,,,,,,
6/10/13,,,,,,
7/10/13,"1,310.57","1,323","1,305.56","1,317.83",,
8/10/13,"1,322.74","1,335.46","1,317.29","1,330.01",,
9/10/13,"1,315.71","1,327.98","1,304.7","1,317",,
10/10/13,"1,302.52","1,314.85","1,294.25","1,306.55",,
11/10/13,"1,289.26","1,301.55","1,281.97","1,294.44",,
12/10/13,,,,,,
13/10/13,,,,,,
14/10/13,"1,271.44","1,284.16","1,265.61","1,277.88",,
15/10/13,"1,271.21","1,283.48","1,250.51","1,262.78",,
16/10/13,"1,281.24","1,293.96","1,271.51","1,283.78",,
17/10/13,"1,304.66","1,316.93","1,272.28","1,284.72",,
18/10/13,"1,319.66","1,331.93","1,311.49","1,324.21",,
19/10/13,,,,,,
20/10/13,,,,,,
21/10/13,"1,317.21","1,329.48","1,312.29","1,325.01",,
22/10/13,"1,311.71","1,323.98","1,307.31","1,319.58",,
23/10/13,"1,337.49","1,350.21","1,327.16","1,339.43",,
24/10/13,"1,335.96","1,348.23","1,328.24","1,340.63",,
25/10/13,"1,342.79","1,355.51","1,278.01","1,349.63",,
26/10/13,,,,,,
27/10/13,,,,,,
28/10/13,"1,348.91","1,361.18","1,343.26","1,355.53",,
29/10/13,"1,355.51","1,367.78","1,337.49","1,350.21",,
30/10/13,"1,345.3","1,357.55","1,336.82","1,349.18",,
31/10/13,"1,337.4","1,349.91","1,330.1","1,342.35",,
1/11/13,"1,321.96","1,334.23","1,317.49","1,330.08",,
2/11/13,,,,,,
3/11/13,,,,,,
4/11/13,"1,310.85","1,323.15","1,308.46","1,320.73",,
5/11/13,"1,312.01","1,324.28","1,306.61","1,318.88",,
6/11/13,"1,314.5","1,326.75","1,306.56","1,318.83",,
7/11/13,"1,315.34","1,327.75","1,311.26","1,323.53",,
8/11/13,"1,306.9","1,319.15","1,302.4","1,314.78",,
9/11/13,,,,,,
10/11/13,,,,,,
11/11/13,"1,291.64","1,297.09","1,277.36","1,289.63",,
12/11/13,"1,278.49","1,291.21","1,273.46","1,285.73",,
13/11/13,"1,271.66","1,283.93","1,262.11","1,274.38",,
14/11/13,"1,282.24","1,294.96","1,277.54","1,290",,
15/11/13,"1,286.46","1,298.73","1,278.29","1,291.01",,
16/11/13,,,,,,
17/11/13,,,,,,
18/11/13,"1,286.19","1,298.69","1,280.06","1,292.33",,
19/11/13,"1,271.6","1,284.1","1,266.56","1,278.83",,
20/11/13,"1,271.07","1,283.57","1,267.41","1,279.68",,
21/11/13,"1,244.06","1,256.33","1,239.81","1,252.08",,
22/11/13,"1,240.86","1,253.13","1,238.81","1,251.08",,
23/11/13,,,,,,
24/11/13,,,,,,
25/11/13,"1,239.29","1,252.01","1,226.01","1,238.28",,
26/11/13,"1,249.36","1,261.63","1,246.4","1,258.77",,
27/11/13,"1,244.04","1,256.76","1,238.1","1,250.53",,
28/11/13,"1,239.2","1,251.5","1,232.35","1,244.85",,
29/11/13,"1,242.95","1,254.95","1,237.61","1,249.88",,
30/11/13,"1,247.73","1,260.56","1,247.73","1,260.56",,
1/12/13,,,,,,
2/12/13,"1,247.73","1,260.56","1,235.61","1,247.88",,
3/12/13,"1,220.75","1,233.05","1,215.24","1,227.73",,
4/12/13,"1,219.99","1,232.71","1,212.15","1,224.15",,
5/12/13,"1,238.31","1,250.58","1,226.46","1,238.73",,
6/12/13,"1,229.6","1,241.85","1,220.15","1,232.45",,
7/12/13,,,,,,
8/12/13,,,,,,
9/12/13,"1,227.44","1,240.16","1,222.21","1,234.48",,
10/12/13,"1,242.35","1,254.65","1,234.09","1,246.81",,
11/12/13,"1,258.21","1,270.64","1,250.71","1,262.98",,
12/12/13,"1,251.25","1,263.6","1,239.3","1,251.8",,
13/12/13,"1,224.1","1,236.6","1,220.99","1,233.6",,
14/12/13,,,,,,
15/12/13,,,,,,
16/12/13,"1,232.6","1,245.1","1,224.2","1,236.7",,
17/12/13,"1,243.3","1,255.8","1,234.81","1,247.08",,
18/12/13,"1,231.4","1,243.65","1,226.01","1,238.28",,
19/12/13,"1,221.91","1,234.18","1,199.01","1,211.28",,
20/12/13,"1,192.3","1,204.8","1,186.8","1,198.5",,
21/12/13,,,,,,
22/12/13,,,,,,
23/12/13,"1,200.96","1,213.23","1,196.68","1,209.18",,
24/12/13,"1,196","1,207.6","1,193.1","1,204.8",,
25/12/13,,,,,,
26/12/13,,,,,,
27/12/13,"1,209.76","1,222.03","1,205.45","1,217.2",,
28/12/13,,,,,,
29/12/13,,,,,,
30/12/13,"1,211.45","1,223.95","1,199.35","1,211.8",,
31/12/13,"1,196.81","1,209.78","1,193.2","1,205.65",,
1/01/14,,,,,,
2/01/14,"1,222.26","1,235.03","1,199.61","1,211.88",,
3/01/14,"1,231.6","1,244","1,218.94","1,231.66",,
4/01/14,,,,,,
5/01/14,,,,,,
6/01/14,"1,241.46","1,254.43","1,230.31","1,243.28",,
7/01/14,"1,241.14","1,253.06","1,233.5","1,245.95",,
8/01/14,"1,226.86","1,239.13","1,220.3","1,232.75",,
9/01/14,"1,223","1,235.5","1,220.9","1,233.35",,
10/01/14,"1,230.89","1,243.75","1,223","1,236.2",,
11/01/14,,,,,,
12/01/14,,,,,,
13/01/14,"1,248.1","1,260.55","1,242.26","1,255.23",,
14/01/14,"1,248.85","1,261.83","1,244.19","1,257.61",,
15/01/14,"1,240.36","1,252.86","1,232.3","1,245.25",,
16/01/14,"1,237.55","1,250.23","1,232.88","1,245.88",,
17/01/14,"1,239.8","1,251.73","1,235.46","1,248.43",,
18/01/14,,,,,,
19/01/14,,,,,,
20/01/14,"1,254.29","1,267.01","1,250.45","1,262.75",,
21/01/14,"1,251.05","1,263.5","1,243","1,255.45",,
22/01/14,"1,238.9","1,251.73","1,234.85","1,247.68",,
23/01/14,"1,234.6","1,247","1,227.39","1,240.81",,
24/01/14,"1,259.06","1,271.33","1,253.71","1,266.25",,
25/01/14,,,,,,
26/01/14,,,,,,
27/01/14,,,,,,
28/01/14,"1,255.5","1,268.5","1,250.85","1,263.3",,
29/01/14,"1,250.94","1,263.66","1,248","1,260.05",,
30/01/14,"1,262.75","1,275.25","1,253.09","1,265.4",,
31/01/14,"1,239.86","1,253.73","1,234.69","1,249.01",,
1/02/14,,,,,,
2/02/14,,,,,,
3/02/14,"1,242.66","1,256.13","1,237.84","1,251.73",,
4/02/14,"1,254.65","1,268.55","1,251.81","1,265.56",,
5/02/14,"1,253.3","1,265","1,248.26","1,262.13",,
6/02/14,"1,254.69","1,268.61","1,251.91","1,265.38",,
7/02/14,"1,257.9","1,271.2","1,239.41","1,252.38",,
8/02/14,,,,,,
9/02/14,,,,,,
10/02/14,"1,269.1","1,283.16","1,261.35","1,275.25",,
11/02/14,"1,281.19","1,295.51","1,269.16","1,283.03",,
12/02/14,"1,283.3","1,297.51","1,281.1","1,294.4",,
13/02/14,"1,287.76","1,301.86","1,283.69","1,295.5",,
14/02/14,"1,304.45","1,317.1","1,296.16","1,309.63",,
15/02/14,,,,,,
16/02/14,,,,,,
17/02/14,"1,324.86","1,338.73","1,318.26","1,332.13",,
18/02/14,"1,325.64","1,339.96","1,311.96","1,325.83",,
19/02/14,"1,318.6","1,331.5","1,311.2","1,324.1",,
20/02/14,"1,311","1,323.75","1,305.5","1,318.3",,
21/02/14,"1,317","1,330.7","1,312.31","1,326.15",,
22/02/14,,,,,,
23/02/14,,,,,,
24/02/14,"1,327.35","1,340.7","1,315.74","1,329.66",,
25/02/14,"1,332.6","1,345.9","1,328.45","1,341.8",,
26/02/14,"1,339.41","1,353.28","1,333.06","1,346.93",,
27/02/14,"1,325.7","1,339.4","1,320.59","1,334.91",,
28/02/14,"1,329.6","1,342.1","1,323.35","1,336.1",,
1/03/14,,,,,,
2/03/14,,,,,,
3/03/14,,,,,,
4/03/14,"1,345.91","1,359.78","1,333.6","1,345.8",,
5/03/14,"1,333.21","1,346.83","1,328.84","1,342.4",,
6/03/14,"1,333.91","1,347.43","1,329.91","1,343.38",,
7/03/14,"1,346.6","1,359.76","1,343.1","1,356.4",,
8/03/14,,,,,,
9/03/14,,,,,,
10/03/14,"1,336.94","1,350.86","1,326.39","1,340.1",,
11/03/14,"1,342.8","1,355.58","1,334.35","1,347.7",,
12/03/14,"1,355.76","1,368.03","1,341.89","1,356.21",,
13/03/14,"1,369.2","1,382.93","1,360.34","1,374.66",,
14/03/14,"1,370.85","1,384.96","1,363.76","1,377.63",,
15/03/14,,,,,,
16/03/14,,,,,,
17/03/14,"1,384.06","1,397.53","1,374.51","1,388.38",,
18/03/14,"1,362.76","1,376.56","1,353.86","1,367.68",,
19/03/14,"1,354.16","1,368.03","1,341.46","1,355.28",,
20/03/14,"1,330","1,342.16","1,322.11","1,335.98",,
21/03/14,"1,334.2","1,348.11","1,325.55","1,337.3",,
22/03/14,,,,,,
23/03/14,,,,,,
24/03/14,"1,328.31","1,342.18","1,319.1","1,332.83",,
25/03/14,"1,312.1","1,324.41","1,305.81","1,319.03",,
26/03/14,"1,310.3","1,323.76","1,304.95","1,319.05",,
27/03/14,"1,301.66","1,315.53","1,289.35","1,302.7",,
28/03/14,"1,292.79","1,307.11","1,287.71","1,301.58",,
29/03/14,,,,,,
30/03/14,,,,,,
31/03/14,"1,293.16","1,307.03","1,285.81","1,299.68",,
1/04/14,"1,283.1","1,295.8",1277,"1,290.3","1,280.3","1,293.47"
2/04/14,"1,279.8","1,293.65","1,276.19","1,290.51","1,277.65","1,291.59"
3/04/14,"1,288.96","1,302.83","1,282.5",1295,"1,286.69","1,300.33"
4/04/14,"1,287.35","1,300.15","1,280.12","1,293.7","1,283.29","1,296.38"
5/04/14,,,,,,
6/04/14,,,,,,
7/04/14,"1,299.21","1,313.31","1,294.46","1,306.73","1,297.06","1,310.75"
8/04/14,"1,307.75","1,321.15","1,293.59","1,307.91","1,300.16","1,313.79"
9/04/14,"1,308.2","1,321.71","1,304.81","1,317.5","1,306.44","1,319.84"
10/04/14,"1,318.3","1,330.55","1,306.86","1,320.33","1,312.05","1,325.84"
11/04/14,"1,317.1","1,330.45","1,311.65",1325,"1,314.3","1,328.05"
